Id,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,modularity_class,stat_inf_class,clustering,eigencentrality
518,1,5883,0,1,1,0,1,1,5,0.318471,0.352,0,0,0.000437,0.000056,7,48,0,0
6208,1,5196,2,0,2,2,0,2,0,0,0,0,0.000137,0,0.000086,5,146,0.5,0.001807
5588,1,1892,3,0,3,3,0,3,0,0,0,0,0.005781,0,0.000096,5,146,0.166667,0.031839
829,1,5198,1,1,2,1,1,2,12,0.168211,0.178751,0,0.000118,0.000004,0.000062,5,146,0.5,0.000851
4335,1,1473,13,9,22,13,9,22,7,0.257967,0.290294,4984.187513,0.004102,0.005551,0.000242,1,146,0.041126,0.021909
5282,1,5197,2,4,6,2,4,6,11,0.202036,0.22097,1079.609463,0.000118,0.000562,0.000114,5,146,0.133333,0.001707
1367,1,3980,2,1,3,2,1,3,10,0.188758,0.199337,76.962019,0.000403,0.000088,0.000065,4,146,0,0.002106
520,1,5885,0,5,5,0,5,5,11,0.217117,0.235318,0,0,0.001105,0.000056,1,220,0.1,0
1565,1,5884,2,5,7,2,5,7,11,0.215696,0.235202,2654.990629,0.000047,0.000536,0.000081,1,220,0.047619,0.001514
521,1,5886,0,1,1,0,1,1,7,0.245064,0.262295,0,0,0.001116,0.000056,4,7,0,0
3134,1,5887,0,2,2,0,2,2,8,0.218544,0.228163,0,0,0.000484,0.000056,10,109,0,0
523,1,5890,0,3,3,0,3,3,9,0.228701,0.239507,0,0,0.000078,0.000056,9,209,0,0
564,1,5889,1,5,6,1,5,6,10,0.247076,0.275724,838.529749,0.000003,0.005608,0.000071,9,209,0,0.000757
524,1,5891,0,1,1,0,1,1,9,0.26778,0.298465,0,0,0.004848,0.000056,3,1,0,0
525,1,5892,0,1,1,0,1,1,8,0.233999,0.249117,0,0,0.000244,0.000056,3,57,0,0
4757,1,1116,7,1,8,7,1,8,7,0.305104,0.33919,13143.52035,0.007173,0.012207,0.000259,3,57,0.017857,0.045341
5283,1,1453,15,9,24,15,9,24,8,0.248203,0.28554,5816.953126,0.013401,0.006564,0.000182,1,223,0.04529,0.060432
5666,1,2309,6,1,7,6,1,7,3,0.5,0.611111,113.00796,0.003037,0.000034,0.000099,1,122,0,0.009203
3091,1,2827,6,5,11,6,5,11,8,0.221744,0.23702,6628.261339,0.001549,0.002259,0.000119,10,94,0,0.008127
3436,1,2089,21,21,42,21,21,42,7,0.299232,0.331642,19300.5105,0.016041,0.015051,0.000175,1,202,0.037166,0.044697
6104,1,1276,10,1,11,10,1,11,4,0.444444,0.510417,118.99998,0.008422,0.000847,0.000175,1,131,0.054545,0.045822
2134,1,3641,2,2,4,2,2,4,9,0.229638,0.243381,123.787527,0.000461,0.000667,0.000063,1,168,0,0.002378
528,1,5893,0,1,1,0,1,1,10,0.18749,0.195187,0,0,0.000121,0.000056,9,59,0,0
2299,1,3306,2,5,7,2,5,7,11,0.242579,0.266311,3471.124144,0.015087,0.005116,0.000067,5,160,0.071429,0.020206
4755,1,2065,16,8,24,16,8,24,7,0.254149,0.292896,3621.139829,0.005291,0.002986,0.000317,7,239,0.009058,0.022439
5707,1,3924,4,2,6,4,2,6,1,1,1,19.396429,0.000822,0.000628,0.000111,11,9,0.066667,0.003855
3583,1,5894,0,1,1,0,1,1,11,0.189878,0.197767,0,0,0.000021,0.000056,10,174,0,0
3604,1,5320,1,1,2,1,1,2,8,0.222876,0.238898,1.643928,0.0001,0.000152,0.000058,14,201,0,0.000851
1978,1,3581,4,8,12,4,8,12,7,0.23801,0.256789,239.702297,0.002071,0.00373,0.000067,1,213,0.045455,0.0039
43,1,5319,1,12,13,1,12,13,9,0.234279,0.257646,117.70002,0.0001,0.002317,0.000058,1,199,0.064103,0.000851
2443,1,5315,1,3,4,1,3,4,9,0.268255,0.299706,274.012494,0.0001,0.005218,0.000058,10,131,0,0.000851
1714,1,2894,6,14,20,6,14,20,11,0.224431,0.253702,3088.97634,0.001691,0.005555,0.000089,14,201,0.076316,0.007921
1962,1,4949,1,3,4,1,3,4,7,0.224599,0.257237,9.331349,0.00005,0.000363,0.000065,4,126,0.166667,0.000868
1879,1,2518,3,2,5,3,2,5,8,0.225878,0.251961,314.709052,0.001783,0.002449,0.000075,4,126,0.05,0.006624
534,1,5895,0,2,2,0,2,2,9,0.231575,0.250215,0,0,0.002611,0.000056,9,60,0.5,0
535,1,5897,0,5,5,0,5,5,8,0.21533,0.240585,0,0,0.002209,0.000056,9,182,0.35,0
4540,1,5896,1,3,4,1,3,4,8,0.213327,0.236063,1,0.000075,0.001955,0.000065,9,182,0.25,0.000757
2978,1,3409,4,3,7,4,3,7,8,0.218369,0.243984,518.857745,0.001465,0.003198,0.000086,9,182,0.095238,0.005289
2013,1,5302,1,0,1,1,0,1,0,0,0,0,0.000045,0,0.000068,2,151,0,0.000851
536,1,5898,0,1,1,0,1,1,9,0.222772,0.238042,0,0,0.000362,0.000056,9,242,0,0
537,1,5899,0,2,2,0,2,2,10,0.201328,0.214293,0,0,0.000528,0.000056,14,143,0,0
6736,1,5072,1,2,3,1,2,3,12,0.162874,0.172341,827.388456,0.000016,0.000728,0.000069,3,45,0,0.000851
5483,1,795,5,0,5,5,0,5,0,0,0,0,0.005937,0,0.000122,7,218,0.05,0.08272
4345,1,1572,2,1,3,2,1,3,4,0.416667,0.516667,537.922147,0.002398,0.000033,0.00008,4,134,0,0.014463
540,1,5900,0,1,1,0,1,1,7,0.289388,0.312833,0,0,0.00283,0.000056,5,8,0,0
541,1,5902,0,5,5,0,5,5,9,0.237524,0.259142,0,0,0.003032,0.000056,1,108,0.05,0
4446,1,5901,1,1,2,1,1,2,2,0.571429,0.625,4,0.000103,0.000228,0.000065,6,220,0,0.000757
5837,1,4312,1,0,1,1,0,1,0,0,0,0,0.000591,0,0.000063,1,177,0,0.001068
543,1,5903,0,1,1,0,1,1,1,1,1,0,0,0.000283,0.000056,5,66,0,0
544,1,5904,0,3,3,0,3,3,7,0.290556,0.314685,0,0,0.007129,0.000056,5,28,0.5,0
3157,1,5411,1,2,3,1,2,3,10,0.227029,0.248367,91.162379,0.00013,0.001901,0.000058,9,182,0,0.00095
5454,1,1301,2,2,4,2,2,4,3,0.526316,0.583333,3972.166021,0.002615,0.000257,0.00007,9,143,0.083333,0.024923
1062,1,5410,1,5,6,1,5,6,9,0.235429,0.249119,394.187373,0.00013,0.002188,0.000058,1,66,0,0.00095
599,1,5408,1,2,3,1,2,3,9,0.21543,0.224408,80.473871,0.00013,0.000293,0.000058,9,209,0,0.00095
5324,1,1806,4,0,4,4,0,4,0,0,0,0,0.021295,0,0.000086,9,182,0.166667,0.053504
1490,1,5405,2,3,5,2,3,5,9,0.250047,0.269102,318.869159,0.000914,0.003389,0.000061,9,153,0,0.001707
2547,1,3829,2,2,4,2,2,4,9,0.194132,0.204178,76.753604,0.001611,0.000629,0.000061,9,133,0.166667,0.003164
4617,1,1937,4,4,8,4,4,8,7,0.242699,0.269571,834.393978,0.009081,0.001731,0.000076,2,76,0.071429,0.040781
4946,1,1974,2,0,2,2,0,2,0,0,0,0,0.005774,0,0.000068,9,182,0,0.030982
722,1,5404,1,2,3,1,2,3,8,0.257833,0.277645,99.301981,0.00013,0.002618,0.000058,9,182,0,0.00095
4402,1,3182,2,2,4,2,2,4,7,0.278626,0.329746,75.413164,0.007266,0.001013,0.00006,3,102,0,0.010271
5756,1,3871,2,0,2,2,0,2,0,0,0,0,0.000473,0,0.000062,9,182,0,0.001967
1485,1,5402,1,3,4,1,3,4,11,0.175592,0.196476,17.338131,0.00013,0.001481,0.000058,3,244,0,0.00095
1822,1,2313,5,10,15,5,10,15,9,0.284851,0.317385,1291.961666,0.009455,0.015095,0.000064,9,182,0.090476,0.010562
5096,1,4885,1,0,1,1,0,1,0,0,0,0,0.000144,0,0.000062,2,171,0,0.000962
6193,1,1537,16,1,17,16,1,17,2,0.666667,0.75,38.776594,0.004886,0.001559,0.000514,12,143,0.003676,0.023315
5042,1,4386,3,1,4,3,1,4,2,0.666667,0.75,7.420635,0.000714,0.000411,0.000073,1,57,0.083333,0.003404
3286,1,4385,1,1,2,1,1,2,6,0.223881,0.286667,5.5,0.000035,0.000156,0.000062,8,209,0,0.000868
3809,1,3403,2,1,3,2,1,3,9,0.212471,0.228688,532.650625,0.014975,0.000919,0.000066,1,57,0,0.020223
550,1,5905,0,1,1,0,1,1,7,0.236638,0.25145,0,0,0.001457,0.000056,10,85,0,0
551,1,5909,0,4,4,0,4,4,12,0.225699,0.254833,0,0,0.000994,0.000056,2,214,0.166667,0
3161,1,5907,2,1,3,2,1,3,1,1,1,2,0.000074,0,0.000086,2,214,0.166667,0.001607
2574,1,5908,1,3,4,1,3,4,12,0.225072,0.253905,7,0.000034,0.001181,0.000067,2,214,0.166667,0.000757
5984,1,5910,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.000022,0.000056,3,81,0,0
4728,1,3786,2,2,4,2,2,4,2,0.75,0.833333,330,0.00066,0.000022,0.00011,3,81,0,0.001919
554,1,5915,0,7,7,0,7,7,11,0.218969,0.237806,0,0,0.001551,0.000056,1,139,0.02381,0
843,1,5914,1,1,2,1,1,2,9,0.260725,0.282667,1100.00083,0.000053,0.002263,0.000062,3,139,0,0.000757
1943,1,5913,1,6,7,1,6,7,11,0.228999,0.252734,967.85176,0.000053,0.002525,0.000062,1,57,0.071429,0.000757
802,1,5912,1,1,2,1,1,2,1,1,1,1,0.000053,0,0.000062,1,139,0,0.000757
5038,1,971,22,11,33,22,11,33,8,0.2613,0.302869,15712.57779,0.014403,0.012093,0.00026,1,139,0.037879,0.067785
3679,1,1949,6,4,10,6,4,10,7,0.256627,0.278302,5107.430597,0.011097,0.003525,0.000113,3,139,0.077778,0.05141
555,1,5919,0,22,22,0,22,22,7,0.266914,0.285844,0,0,0.013164,0.000056,9,139,0.062771,0
3871,1,3988,3,1,4,3,1,4,1,1,1,8.077381,0.001016,0.000556,0.000118,5,68,0,0.00277
850,1,2101,6,3,9,6,3,9,9,0.213096,0.236793,854.008361,0.016806,0.002432,0.00013,5,223,0.097222,0.028011
1311,1,5918,1,2,3,1,2,3,8,0.250331,0.265805,310.122543,0.000448,0.000515,0.000058,3,51,0,0.000757
3476,1,5917,1,2,3,1,2,3,9,0.232757,0.248552,22.395488,0.000448,0.000208,0.000058,8,139,0,0.000757
556,1,5920,0,1,1,0,1,1,8,0.231716,0.255724,0,0,0.001313,0.000056,4,192,0,0
557,1,5921,0,5,5,0,5,5,7,0.292584,0.317013,0,0,0.006521,0.000056,1,202,0.05,0
558,1,5922,0,1,1,0,1,1,9,0.212186,0.225108,0,0,0.000412,0.000056,5,217,0,0
6154,1,844,14,0,14,14,0,14,0,0,0,0,0.004056,0,0.00049,7,75,0.027473,0.041103
2291,1,4512,2,0,2,2,0,2,0,0,0,0,0.000228,0,0.000067,4,59,0.5,0.001925
2123,1,4513,2,8,10,2,8,10,11,0.225547,0.24848,480.549041,0.000192,0.003711,0.000066,4,59,0.055556,0.001847
2242,1,4687,1,3,4,1,3,4,7,0.241042,0.286004,22.893697,0.001759,0.000253,0.000058,2,9,0.083333,0.001278
3023,1,2680,4,4,8,4,4,8,8,0.237117,0.25242,2464.900142,0.003673,0.001492,0.000068,9,71,0.053571,0.008582
1793,1,3503,5,5,10,5,5,10,7,0.283613,0.307993,2203.731489,0.017532,0.00568,0.000075,9,153,0.022222,0.023531
3512,1,3971,4,0,4,4,0,4,0,0,0,0,0.002035,0,0.000137,9,179,0,0.00389
1221,1,4686,1,10,11,1,10,11,8,0.254864,0.270809,227.913649,0.001759,0.00323,0.000058,7,43,0,0.001278
561,1,5926,0,3,3,0,3,3,10,0.226689,0.243286,0,0,0.000125,0.000056,9,45,0.166667,0
2146,1,5925,1,8,9,1,8,9,9,0.271271,0.304238,1104.362629,0.000004,0.006462,0.000071,9,45,0.013889,0.000757
2008,1,5923,1,1,2,1,1,2,9,0.226479,0.235814,0,0.000004,0.000124,0.000071,9,45,0.5,0.000757
562,1,5927,0,6,6,0,6,6,7,0.29743,0.322713,0,0,0.011319,0.000056,2,134,0.166667,0
2041,1,5888,1,2,3,1,2,3,8,0.236881,0.253644,8.721502,0.000191,0.00078,0.000068,9,209,0,0.000851
565,1,5928,0,1,1,0,1,1,10,0.160946,0.171494,0,0,0.000251,0.000056,4,232,0,0
566,1,5929,0,4,4,0,4,4,8,0.222905,0.249544,0,0,0.002827,0.000056,9,83,0,0
5325,1,340,10,0,10,10,0,10,0,0,0,0,0.008041,0,0.000736,12,90,0.088889,0.10249
4182,1,3694,2,0,2,2,0,2,0,0,0,0,0.0005,0,0.000072,14,83,0,0.001928
3424,1,2508,8,10,18,8,10,18,7,0.293069,0.33134,8919.153295,0.013139,0.02599,0.000099,4,85,0.098039,0.032031
942,1,4899,2,11,13,2,11,13,9,0.265973,0.294814,898.915939,0.000576,0.02057,0.000067,3,145,0.025641,0.001812
1588,1,3653,4,5,9,4,5,9,10,0.214783,0.229603,4861.819841,0.00143,0.001504,0.000114,4,67,0,0.004597
5062,1,2662,4,1,5,4,1,5,1,1,1,6.611111,0.0028,0.000415,0.000091,4,227,0.05,0.010919
568,1,5930,0,6,6,0,6,6,8,0.294446,0.322222,0,0,0.008617,0.000056,3,152,0.133333,0
2910,1,3379,3,2,5,3,2,5,8,0.214607,0.226772,137.655227,0.0036,0.002852,0.000071,3,152,0.05,0.00696
6545,1,373,5,0,5,5,0,5,0,0,0,0,0.000389,0,0.000239,10,143,0,0.008306
5070,1,2605,4,1,5,4,1,5,7,0.213178,0.2429,147.867262,0.000877,0.000015,0.0001,4,143,0,0.003909
5784,1,1438,3,1,4,3,1,4,3,0.4375,0.5,132.153176,0.009141,0.000397,0.000076,10,145,0.083333,0.019969
2709,1,416,4,0,4,4,0,4,0,0,0,0,0.00138,0,0.000295,4,237,0,0.014294
571,1,5931,0,2,2,0,2,2,5,0.307692,0.418056,0,0,0.000638,0.000056,5,114,0,0
6373,1,2713,4,0,4,4,0,4,0,0,0,0,0.000374,0,0.000134,5,114,0.083333,0.004352
572,1,5932,0,1,1,0,1,1,10,0.230151,0.248482,0,0,0.000242,0.000056,1,24,0,0
941,1,5104,2,10,12,2,10,12,9,0.232503,0.252721,2139.225534,0.00076,0.006591,0.000062,7,230,0.015152,0.001994
6210,1,3005,9,20,29,9,20,29,9,0.29119,0.319037,7902.98971,0.00591,0.014529,0.000087,7,218,0.103448,0.016268
4592,1,1348,6,1,7,6,1,7,4,0.375,0.424603,417.7068,0.002503,0.00018,0.000109,7,202,0.071429,0.021919
995,1,5186,1,12,13,1,12,13,9,0.250506,0.271486,869.361792,0.000131,0.00502,0.00006,4,67,0.064103,0.000851
1661,1,5185,1,2,3,1,2,3,8,0.221941,0.243387,2.416667,0.000131,0.000811,0.00006,7,202,0.166667,0.000851
574,1,5933,0,3,3,0,3,3,9,0.255469,0.274231,0,0,0.003171,0.000056,1,62,0,0
575,1,5934,0,2,2,0,2,2,9,0.284484,0.315005,0,0,0.00711,0.000056,3,1,0.5,0
705,1,5100,2,3,5,2,3,5,7,0.225455,0.27596,7.333333,0.000233,0.000503,0.000072,10,174,0.3,0.001999
6710,1,1180,2,0,2,2,0,2,0,0,0,0,0.000063,0,0.000123,10,174,0,0.005101
578,1,5935,0,1,1,0,1,1,9,0.192308,0.207754,0,0,0.001664,0.000056,4,216,0,0
1928,1,4314,2,6,8,2,6,8,9,0.274248,0.298486,717.084914,0.00117,0.007062,0.000061,9,117,0.017857,0.002383
6117,1,624,7,0,7,7,0,7,0,0,0,0,0.008062,0,0.000141,9,102,0.142857,0.036877
6250,1,4178,2,3,5,2,3,5,11,0.196255,0.219781,49.146396,0.00076,0.001391,0.000067,9,165,0.3,0.002357
580,1,5936,0,3,3,0,3,3,11,0.205861,0.222647,0,0,0.001118,0.000056,1,152,0.333333,0
2600,1,3194,3,0,3,3,0,3,0,0,0,0,0.016973,0,0.000061,3,19,0.166667,0.017692
1722,1,4310,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
6201,1,4098,2,0,2,2,0,2,0,0,0,0,0.004862,0,0.000072,3,153,0,0.003487
4906,1,3714,3,0,3,3,0,3,0,0,0,0,0.012724,0,0.000061,3,19,0.166667,0.012624
2150,1,4307,2,10,12,2,10,12,13,0.199726,0.235469,1236.545,0.004703,0.004928,0.000086,3,207,0.022727,0.003617
6898,1,2305,6,9,15,6,9,15,7,0.301712,0.337304,17380.08716,0.011594,0.019225,0.000113,3,162,0.028571,0.023588
6455,1,266,11,1,12,11,1,12,1,1,1,1212.709732,0.028441,0.000089,0.000297,3,244,0.007576,0.071932
5285,1,3847,2,0,2,2,0,2,0,0,0,0,0.004736,0,0.000072,3,19,0,0.003153
1302,1,4045,3,3,6,3,3,6,11,0.250989,0.291469,1686.806634,0.010075,0.012702,0.000059,3,140,0.1,0.008223
4184,1,2462,5,2,7,5,2,7,9,0.272156,0.303796,807.595645,0.016566,0.0055,0.000071,7,153,0.142857,0.023441
6748,1,1140,7,0,7,7,0,7,0,0,0,0,0.022699,0,0.000178,3,233,0.071429,0.05463
2848,1,4302,2,2,4,2,2,4,8,0.276119,0.296665,967.431852,0.004696,0.005426,0.000103,3,224,0.083333,0.002855
2753,1,4301,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
5751,1,2708,2,0,2,2,0,2,0,0,0,0,0.005224,0,0.000062,3,19,0,0.005015
2394,1,2740,4,7,11,4,7,11,10,0.272492,0.309294,4120.575298,0.016143,0.011998,0.000107,3,121,0.127273,0.01655
1092,1,4299,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
2175,1,4298,1,11,12,1,11,12,9,0.300364,0.334969,125.591305,0.004691,0.015561,0.000056,3,191,0.075758,0.002098
5302,1,565,10,2,12,10,2,12,3,0.571429,0.708333,4476.558499,0.022122,0.000356,0.000222,7,115,0.05303,0.157789
6044,1,1191,9,0,9,9,0,9,0,0,0,0,0.034641,0,0.000169,6,151,0.111111,0.100322
4650,1,4297,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
5528,1,4296,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
1327,1,4295,1,6,7,1,6,7,10,0.218976,0.24769,80.633922,0.004691,0.007965,0.000056,5,174,0.02381,0.002098
3986,1,1995,5,1,6,5,1,6,8,0.233999,0.249117,451.449301,0.021854,0.000244,0.000078,3,57,0.1,0.046676
3538,1,1994,2,1,3,2,1,3,2,0.533333,0.5625,0.826446,0.010335,0.001984,0.000066,3,76,0.333333,0.03213
1471,1,4123,2,3,5,2,3,5,7,0.299057,0.327208,8907.654419,0.005283,0.016859,0.000063,3,108,0.1,0.00335
880,1,4293,1,8,9,1,8,9,9,0.293764,0.325706,102.853123,0.004691,0.0121,0.000056,3,213,0.138889,0.002098
5534,1,3593,2,0,2,2,0,2,0,0,0,0,0.004758,0,0.00008,3,131,0.5,0.00351
3988,1,1993,6,1,7,6,1,7,1,1,1,157.5785,0.017442,0.000086,0.000125,3,213,0.071429,0.054319
4432,1,4292,1,1,2,1,1,2,1,1,1,10.916667,0.004691,0.000558,0.000056,11,9,0,0.002098
5918,1,868,9,2,11,9,2,11,7,0.305335,0.340016,227.946775,0.03062,0.013418,0.000107,9,135,0.154545,0.055869
1968,1,1813,2,1,3,2,1,3,1,1,1,614.703213,0.004858,0.000024,0.000071,3,37,0,0.00608
3543,1,2070,2,0,2,2,0,2,0,0,0,0,0.005918,0,0.000064,3,19,0,0.009004
4002,1,3455,4,5,9,4,5,9,9,0.218221,0.239308,384.281952,0.007665,0.000745,0.000073,1,16,0.055556,0.007681
4289,1,1930,3,0,3,3,0,3,0,0,0,0,0.005011,0,0.000114,3,2,0,0.006788
1833,1,4015,2,3,5,2,3,5,9,0.268142,0.299639,209.84048,0.008988,0.004908,0.000057,3,154,0.15,0.006472
6714,1,480,9,0,9,9,0,9,0,0,0,0,0.025684,0,0.000236,3,28,0.083333,0.08969
6717,1,283,14,0,14,14,0,14,0,0,0,0,0.023625,0,0.000452,7,213,0.038462,0.189311
4456,1,2396,11,7,18,11,7,18,7,0.255117,0.284452,1256.402796,0.009361,0.003901,0.000133,11,225,0.065359,0.022441
1134,1,4288,1,8,9,1,8,9,9,0.280736,0.311125,530.409281,0.004691,0.009501,0.000056,6,59,0.097222,0.002098
7039,1,4286,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
1708,1,1906,2,1,3,2,1,3,2,0.555556,0.6,0.301609,0.010335,0.001072,0.000066,3,19,0.333333,0.03213
698,1,4285,1,21,22,1,21,22,8,0.29154,0.319636,453.618003,0.004691,0.031197,0.000056,10,147,0.060606,0.002098
6313,1,233,9,1,10,9,1,10,4,0.320755,0.367647,784.479156,0.018014,0.000483,0.000259,9,9,0.055556,0.15825
6267,1,4048,2,2,4,2,2,4,9,0.273767,0.305897,32.138015,0.008988,0.006273,0.000057,8,19,0.25,0.006472
916,1,4282,1,2,3,1,2,3,10,0.191252,0.202836,30.709871,0.004691,0.001137,0.000056,3,131,0,0.002098
918,1,4281,1,6,7,1,6,7,8,0.273298,0.305728,103.863961,0.004691,0.00792,0.000056,10,204,0.047619,0.002098
6497,1,939,4,0,4,4,0,4,0,0,0,0,0.006558,0,0.000125,3,131,0,0.021257
2905,1,3402,8,2,10,8,2,10,7,0.245349,0.263062,1970.673256,0.028614,0.002289,0.0001,11,47,0.055556,0.036018
2686,1,4275,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
2231,1,3700,2,1,3,2,1,3,8,0.255849,0.272795,74.630022,0.009837,0.001426,0.000059,8,19,0,0.008371
4470,1,2386,7,2,9,7,2,9,9,0.230536,0.252518,1455.7583,0.03659,0.003632,0.000085,9,236,0.166667,0.065924
6970,1,4274,2,0,2,2,0,2,0,0,0,0,0.005778,0,0.000058,3,19,0,0.003849
6737,1,630,11,1,12,11,1,12,1,1,1,920.189481,0.014492,0.000194,0.000297,14,34,0.05303,0.107368
1766,1,4036,2,4,6,2,4,6,7,0.303736,0.332772,2464.902833,0.008988,0.010854,0.000057,8,245,0.133333,0.006472
5818,1,739,4,0,4,4,0,4,0,0,0,0,0.009588,0,0.000178,8,75,0,0.080941
4119,1,2752,3,4,7,3,4,7,9,0.240336,0.260398,1769.13738,0.011841,0.004745,0.000132,3,94,0.095238,0.012514
6277,1,3031,4,2,6,4,2,6,9,0.269279,0.300678,953.909806,0.016236,0.005147,0.000067,2,62,0.1,0.01655
1798,1,4273,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
5585,1,4272,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
3441,1,4271,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
4257,1,1931,2,0,2,2,0,2,0,0,0,0,0.005005,0,0.000064,3,19,0,0.005616
4258,1,3642,2,0,2,2,0,2,0,0,0,0,0.004696,0,0.00013,3,19,0,0.003177
6291,1,2753,3,1,4,3,1,4,7,0.305104,0.33919,510.992678,0.011929,0.012207,0.000073,3,36,0.083333,0.013074
3147,1,3072,3,0,3,3,0,3,0,0,0,0,0.014981,0,0.00006,3,19,0.166667,0.017395
3382,1,4270,1,2,3,1,2,3,6,0.261538,0.353922,19.925366,0.004691,0.000312,0.000056,3,241,0.166667,0.002098
1394,1,3920,3,14,17,3,14,17,9,0.253751,0.276354,4623.392022,0.005712,0.00764,0.000063,7,94,0.014706,0.004696
1395,1,4267,2,2,4,2,2,4,7,0.275362,0.292758,2140.969615,0.00472,0.002825,0.000068,3,169,0,0.002855
1605,1,4266,2,3,5,2,3,5,9,0.262124,0.285342,289.954221,0.004807,0.002632,0.000064,3,209,0,0.003175
4703,1,1312,5,1,6,5,1,6,2,0.666667,0.75,2331.632744,0.006397,0.000002,0.000088,7,57,0.133333,0.016212
5981,1,858,7,3,10,7,3,10,7,0.307898,0.343238,10851.10908,0.034039,0.013193,0.000124,3,47,0.011111,0.07069
1611,1,4249,4,6,10,4,6,10,9,0.238957,0.255684,1515.804794,0.005525,0.001303,0.000068,7,109,0.111111,0.005143
5797,1,640,10,1,11,10,1,11,2,0.6,0.666667,251.291797,0.029383,0.001124,0.000173,3,60,0.072727,0.160794
5113,1,2388,7,2,9,7,2,9,9,0.236683,0.256649,6077.932199,0.021458,0.003388,0.000129,10,42,0.055556,0.045741
961,1,4246,1,2,3,1,2,3,4,0.357143,0.466667,66.761111,0.004691,0.000004,0.000056,6,220,0,0.002098
262,1,2348,2,0,2,2,0,2,0,0,0,0,0.009491,0,0.000063,3,19,0,0.019932
1619,1,3828,2,1,3,2,1,3,8,0.240142,0.260418,119.293011,0.006172,0.001826,0.000059,3,19,0,0.004311
967,1,4243,1,8,9,1,8,9,7,0.293216,0.318998,41.400596,0.004691,0.02409,0.000056,10,152,0.138889,0.002098
4867,1,854,4,1,5,4,1,5,2,0.555556,0.6,72.29768,0.005361,0.001072,0.000112,3,244,0,0.013166
2948,1,4239,1,2,3,1,2,3,10,0.191654,0.206452,30.348383,0.004691,0.000177,0.000056,1,40,0,0.002098
2951,1,2171,4,3,7,4,3,7,9,0.276484,0.30967,9477.740179,0.013738,0.005966,0.000068,3,47,0.119048,0.020671
3880,1,205,5,0,5,5,0,5,0,0,0,0,0.011749,0,0.000318,3,175,0.05,0.042287
3411,1,2224,3,0,3,3,0,3,0,0,0,0,0.008631,0,0.000069,3,153,0,0.017769
2749,1,2385,2,0,2,2,0,2,0,0,0,0,0.009491,0,0.000063,3,19,0,0.019932
1853,1,4237,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
199,1,4032,2,0,2,2,0,2,0,0,0,0,0.008988,0,0.000057,3,19,0.5,0.006472
4810,1,1880,2,2,4,2,2,4,8,0.218865,0.242035,1264.824509,0.010335,0.001313,0.000066,3,47,0.083333,0.03213
991,1,4236,1,3,4,1,3,4,7,0.293125,0.31088,422.855865,0.004691,0.002252,0.000056,9,227,0,0.002098
834,1,4235,1,5,6,1,5,6,9,0.281275,0.315,148.716221,0.004691,0.008065,0.000056,4,153,0.033333,0.002098
2964,1,3725,3,0,3,3,0,3,0,0,0,0,0.01021,0,0.000064,5,153,0,0.010562
6644,1,1608,3,0,3,3,0,3,0,0,0,0,0.008137,0,0.000091,3,19,0,0.033503
2521,1,4234,4,2,6,4,2,6,8,0.22117,0.244234,487.214591,0.004815,0.002352,0.000138,3,202,0.033333,0.004556
2594,1,3197,5,0,5,5,0,5,0,0,0,0,0.023679,0,0.000075,3,208,0,0.02713
1646,1,4232,2,1,3,2,1,3,11,0.180487,0.19223,2224.235684,0.004711,0.000193,0.00008,14,42,0,0.002855
3431,1,4222,2,0,2,2,0,2,0,0,0,0,0.004827,0,0.000059,3,68,0,0.003201
3885,1,3998,2,1,3,2,1,3,2,0.555556,0.6,3.205661,0.008988,0.001072,0.000057,3,19,0.166667,0.006472
2530,1,4211,1,2,3,1,2,3,10,0.253469,0.278459,23.486572,0.004691,0.004539,0.000056,9,19,0,0.002098
6817,1,4210,1,0,1,1,0,1,0,0,0,0,0.004691,0,0.000056,3,19,0,0.002098
5218,1,588,3,1,4,3,1,4,1,1,1,2339.867037,0.011069,0.000001,0.000107,5,19,0,0.095692
4633,1,1450,5,1,6,5,1,6,6,0.259475,0.298876,1308.227757,0.009288,0.000455,0.000093,9,150,0,0.02796
6822,1,1977,7,0,7,7,0,7,0,0,0,0,0.037104,0,0.000089,3,200,0.142857,0.072325
