Id,Degree,Weighted Degree,pageranks,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
2948,3,3,0.000055,0,0,0.008614,7,0.267686,0.279155,530.95998
2951,7,7,0.000103,0.238095,5,0.042113,7,0.314458,0.332158,2949.958112
3880,5,5,0.000082,0.1,1,0.025576,7,0.300278,0.316624,2046.67776
3411,3,3,0.000056,0,0,0.016663,7,0.286778,0.301341,448.484545
2749,2,2,0.000045,0,0,0.01747,7,0.280082,0.295661,199.814486
1853,1,1,0.000033,0,0,0.007247,7,0.263625,0.27455,0
199,2,2,0.000045,1,1,0.014711,7,0.274948,0.28879,0
4810,4,4,0.00007,0.166667,1,0.024008,7,0.296196,0.312304,1357.446904
991,4,4,0.000065,0,0,0.022393,6,0.299031,0.313137,581.072256
834,6,6,0.000092,0.066667,1,0.029519,7,0.304552,0.321259,2144.753121
2964,3,3,0.000056,0,0,0.016551,7,0.284068,0.297983,254.803667
6644,3,3,0.000056,0,0,0.017876,7,0.285777,0.301141,929.899466
2521,6,6,0.000127,0.066667,1,0.012699,7,0.282839,0.295558,9588.900346
2594,5,5,0.000081,0,0,0.03469,7,0.310093,0.328752,2471.729473
1646,3,3,0.000067,0,0,0.008272,7,0.266126,0.277535,1210.857709
3431,2,2,0.000045,0,0,0.007932,7,0.266525,0.277807,351.613473
3885,3,3,0.000055,0.333333,1,0.017202,7,0.277615,0.2921,127.10253
2530,3,3,0.000053,0,0,0.018433,7,0.292116,0.305788,137.339337
6817,1,1,0.000033,0,0,0.007247,7,0.263625,0.27455,0
5218,4,4,0.000076,0,0,0.034413,7,0.306215,0.324574,3157.348671
4633,6,6,0.000087,0,0,0.02168,7,0.292548,0.307521,1735.946303
6822,7,7,0.000103,0.285714,6,0.062635,6,0.326221,0.347338,3528.014164
1660,3,3,0.000054,0,0,0.011945,7,0.27962,0.292078,342.448826
5273,18,18,0.000227,0.156863,24,0.077945,7,0.329876,0.351318,12162.55409
2780,6,6,0.000092,0.266667,4,0.051564,6,0.319593,0.340646,3061.887475
3669,2,2,0.000045,0,0,0.008999,7,0.267214,0.279082,191.137019
3447,5,5,0.00008,0.5,5,0.056666,6,0.323525,0.34422,1104.670794
6601,1,1,0.000033,0,0,0.007247,7,0.263625,0.27455,0
5295,4,4,0.000089,0,0,0.009667,7,0.274387,0.286436,14521.55878
7060,7,7,0.000101,0.190476,4,0.051507,7,0.318863,0.33751,2484.67089
1090,4,4,0.000068,0,0,0.020524,7,0.283154,0.299228,523.413421
1238,16,16,0.000194,0.125,15,0.054688,7,0.317089,0.334556,8116.849425
6795,1,1,0.000033,0,0,0.007247,7,0.263625,0.27455,0
3800,8,8,0.000141,0.035714,1,0.018675,6,0.292188,0.30589,12103.19774
6162,4,4,0.000067,0,0,0.018502,7,0.291101,0.305473,1258.381675
2100,1,1,0.000033,0,0,0.007247,7,0.263625,0.27455,0
4144,12,12,0.000165,0.136364,9,0.077896,6,0.337278,0.359464,11938.83052
7052,2,2,0.000046,0,0,0.008247,7,0.270234,0.281829,87.582606
4648,1,1,0.000033,0,0,0.007247,7,0.263625,0.27455,0
3942,8,8,0.00011,0.035714,1,0.034768,7,0.306795,0.323003,3957.612581
6171,1,1,0.000033,0,0,0.007247,7,0.263625,0.27455,0
2229,7,7,0.000121,0,0,0.017866,7,0.293875,0.307845,4306.902065
3245,13,13,0.000169,0.141026,11,0.09218,6,0.342894,0.365518,11762.96164
5254,2,2,0.000047,0,0,0.007987,7,0.265185,0.276403,65.38406
2111,11,11,0.000145,0.218182,12,0.064065,7,0.326371,0.344825,3669.227568
5463,8,8,0.000117,0.035714,1,0.019539,7,0.287949,0.302882,4900.722186
4186,1,1,0.000033,0,0,0.007247,7,0.263625,0.27455,0
1493,2,2,0.000046,0,0,0.008019,7,0.265759,0.277134,409.776612
3021,13,13,0.000167,0.128205,10,0.080796,6,0.337806,0.359268,12660.26652
4600,7,7,0.000107,0.238095,5,0.055316,7,0.318678,0.33839,4588.216694
5962,1,1,0.000033,0,0,0.007247,7,0.263625,0.27455,0
738,15,15,0.000172,0.371429,39,0.037764,7,0.302278,0.320586,7748.564127
4179,11,11,0.00013,0.381818,21,0.015232,7,0.263752,0.276348,603.048998
2329,20,20,0.000219,0.415789,79,0.025555,7,0.278701,0.292385,1372.046441
2112,3,3,0.000049,0.666667,2,0.006213,7,0.260369,0.270122,5.078275
3544,3,3,0.000062,0.333333,1,0.005028,7,0.265018,0.274901,663.170952
1157,7,7,0.000118,0.047619,1,0.004042,7,0.256664,0.265425,739.375076
584,2,2,0.000043,0,0,0.004196,7,0.260779,0.270179,77.579887
1590,10,10,0.00014,0.088889,4,0.011901,7,0.272623,0.285111,3967.524448
2155,7,7,0.000132,0.047619,1,0.010931,7,0.275426,0.287385,10028.38792
7066,7,7,0.000099,0.095238,2,0.008413,7,0.269999,0.280769,1189.661292
586,1,1,0.000044,0,0,0.000287,8,0.200275,0.204172,0
1491,3,3,0.000079,0.333333,1,0.002719,7,0.250422,0.258247,7124
1298,16,16,0.000217,0.041667,5,0.056723,7,0.320946,0.340895,23330.58483
2926,6,6,0.00009,0.066667,1,0.006644,7,0.263811,0.273574,367.563573
2520,5,5,0.000072,0,0,0.01303,7,0.275224,0.28804,501.369733
588,1,1,0.000033,0,0,0.020205,7,0.290224,0.306544,0
589,1,1,0.000032,0,0,0.004131,7,0.25257,0.261219,0
590,1,1,0.000035,0,0,0.000436,8,0.213394,0.218422,0
591,7,7,0.0001,0.047619,1,0.010476,7,0.276034,0.287228,713.76995
5606,3,3,0.000055,0,0,0.005299,7,0.260579,0.270033,189.286291
592,6,6,0.000097,0,0,0.00702,7,0.268848,0.279472,2192.5798
4298,8,8,0.000119,0.285714,8,0.004674,7,0.249222,0.257108,561.653
3987,8,8,0.000117,0.107143,3,0.019526,7,0.298155,0.311026,3957.3171
2688,8,8,0.000113,0.321429,9,0.004791,7,0.251509,0.260077,458.510407
594,3,3,0.00006,0,0,0.015283,7,0.288286,0.302543,1487.442879
4614,9,9,0.000176,0,0,0.005669,8,0.258433,0.268151,8554.200419
595,6,6,0.000107,0.066667,1,0.018379,7,0.278723,0.293179,5412.400673
1296,2,2,0.000051,1,1,0.001246,8,0.238526,0.245528,0
6531,8,8,0.000144,0.035714,1,0.022065,7,0.300367,0.31359,14548.05225
837,8,8,0.000114,0.071429,2,0.036051,6,0.308428,0.327123,5438.331508
7097,4,4,0.000068,0,0,0.01011,7,0.277108,0.289443,1360.024529
3501,10,10,0.000124,0.288889,13,0.022818,7,0.291018,0.304605,841.238147
810,10,10,0.000172,0.133333,6,0.017134,7,0.283233,0.296482,16007.79466
2338,5,5,0.000075,0.6,6,0.041174,7,0.307696,0.326146,289.49848
597,1,1,0.000035,0,0,0.000476,8,0.22355,0.228644,0
598,2,2,0.000045,0,0,0.001055,8,0.229987,0.235694,25.141077
6793,11,11,0.000171,0.018182,1,0.00888,7,0.281043,0.291828,7374.825155
600,3,3,0.000081,0,0,0.001157,8,0.22781,0.234691,104.272878
1207,4,4,0.000106,0,0,0.004019,7,0.254746,0.263918,8595.181897
7042,4,4,0.000077,0,0,0.006206,7,0.261008,0.270047,2233.576018
601,4,4,0.000076,0.166667,1,0.026226,7,0.295619,0.312144,3144.336664
3421,8,8,0.000119,0.035714,1,0.030025,7,0.302676,0.319337,4132.550783
3689,3,3,0.000065,0,0,0.001944,7,0.244652,0.252226,54.729349
602,5,5,0.000075,0.5,5,0.037354,7,0.305597,0.322088,206.530669
839,10,10,0.000141,0.066667,3,0.011226,7,0.271294,0.283156,2826.675508
2209,7,7,0.000094,0.238095,5,0.007599,7,0.248344,0.257331,163.122554
603,3,3,0.000074,0,0,0.001084,8,0.225753,0.231516,126.42031
2097,3,3,0.000061,0,0,0.007357,7,0.27366,0.283753,3474.261332
5244,2,2,0.000053,0,0,0.001052,8,0.227534,0.23393,177.894558
3935,12,12,0.000166,0.212121,14,0.056809,7,0.321105,0.340834,10264.13303
4902,10,10,0.00013,0.022222,1,0.024705,6,0.302368,0.315471,3223.501507
4209,10,10,0.000128,0.511111,23,0.034983,7,0.303101,0.320062,1906.306703
2618,17,17,0.00022,0.051471,7,0.036279,7,0.311353,0.327316,11179.28644
605,10,10,0.000132,0.133333,6,0.059969,6,0.324409,0.344234,7084.582285
3720,2,2,0.000043,0,0,0.001881,7,0.239842,0.246874,25.124776
1345,14,14,0.000206,0.032967,3,0.012173,7,0.279994,0.291679,10580.68214
719,25,25,0.000314,0.043333,13,0.031776,6,0.303929,0.317857,29120.44767
5532,13,13,0.000162,0.141026,11,0.021888,7,0.287507,0.301107,4968.260291
5139,4,4,0.000061,0.166667,1,0.005993,7,0.255954,0.265066,238.945763
3390,3,3,0.000056,0.333333,1,0.002562,7,0.244224,0.252013,80.352191
1977,12,12,0.000152,0.015152,1,0.020954,7,0.293319,0.305587,2141.300051
608,15,15,0.000188,0.07619,8,0.024457,7,0.301345,0.314022,8796.890218
827,8,8,0.000111,0,0,0.006986,7,0.269968,0.280012,920.379569
5763,5,5,0.000094,0.1,1,0.002411,7,0.24276,0.249172,620.700257
6692,8,8,0.00011,0.107143,3,0.032393,7,0.308121,0.323643,4067.39785
5406,7,7,0.000124,0.047619,1,0.003785,7,0.255011,0.263716,1492.564319
5340,12,12,0.000168,0,0,0.015067,7,0.286007,0.298522,7803.108169
1013,2,2,0.000059,0,0,0.000554,8,0.202553,0.206659,17.951167
610,1,1,0.000032,0,0,0.000836,8,0.227092,0.23316,0
611,3,3,0.000061,0.333333,1,0.002737,7,0.241158,0.248071,212.784873
3767,1,1,0.000032,0,0,0.001712,7,0.245005,0.251878,0
613,2,2,0.000044,0,0,0.022802,7,0.295852,0.312027,343.126203
2297,5,5,0.000104,0.1,1,0.023648,7,0.296751,0.31308,9391.790929
5548,3,3,0.000052,0,0,0.004357,7,0.256277,0.264557,52.107089
5438,4,4,0.000075,0,0,0.003153,7,0.259261,0.268342,82.165806
2624,1,1,0.000034,0,0,0.001003,8,0.239359,0.246953,0
5287,4,4,0.000069,0.166667,1,0.024421,6,0.301523,0.317792,927.824725
616,3,3,0.000058,0.333333,1,0.002286,8,0.245698,0.253131,55.346515
5160,12,12,0.000183,0.242424,16,0.011732,7,0.278876,0.290618,5791.73159
618,4,4,0.000068,0.666667,4,0.037785,7,0.310282,0.328734,396.457878
619,1,1,0.000033,0,0,0.005277,7,0.25502,0.264576,0
620,10,10,0.000142,0.244444,11,0.011622,7,0.278669,0.290095,2459.731442
4126,8,8,0.000117,0.357143,10,0.01075,7,0.276989,0.288195,1938.186081
6321,12,12,0.000164,0.227273,15,0.050175,7,0.32011,0.338483,17637.98781
6628,8,8,0.000111,0.035714,1,0.017401,7,0.286179,0.300874,2894.536937
7062,5,5,0.000086,0.4,4,0.003891,7,0.253631,0.262129,2422.014586
621,12,12,0.000167,0.090909,6,0.034491,7,0.304669,0.321625,11341.21157
2570,2,2,0.000045,0,0,0.001383,8,0.237777,0.24541,35.069636
4638,3,3,0.000054,0,0,0.002772,7,0.249825,0.257918,41.360409
4199,13,13,0.000176,0.076923,6,0.018077,6,0.289728,0.301661,2560.232522
4968,7,7,0.000094,0.142857,3,0.02665,7,0.301626,0.315342,1287.213753
3956,13,13,0.000163,0.230769,18,0.062337,6,0.32685,0.347181,6007.912911
709,3,3,0.000071,0,0,0.004389,7,0.262876,0.272493,6339.814077
7122,9,9,0.000137,0,0,0.006343,8,0.261708,0.271395,1656.274428
6768,9,9,0.000116,0.111111,4,0.01941,7,0.291518,0.304019,1702.033044
6394,5,5,0.000077,0,0,0.004477,7,0.261689,0.271012,600.508285
2954,13,13,0.000165,0.038462,3,0.025738,7,0.299395,0.31278,4428.979726
6200,1,1,0.000036,0,0,0.000375,8,0.208681,0.213083,0
6932,3,3,0.000061,0.333333,1,0.012194,7,0.279928,0.290825,1301.813428
5060,2,2,0.000048,0,0,0.001662,8,0.243723,0.250816,8.038257
625,1,1,0.000034,0,0,0.000795,8,0.231624,0.238678,0
3771,11,11,0.000165,0.090909,5,0.028355,7,0.301434,0.317891,11131.24805
627,3,3,0.000073,0.333333,1,0.001519,8,0.22681,0.232915,923.959536
2456,6,6,0.000097,0.266667,4,0.005599,7,0.255459,0.265002,2129.997895
4351,3,3,0.0001,0,0,0.000832,8,0.208406,0.21343,343.230164
628,3,3,0.000058,0,0,0.004095,7,0.259166,0.267884,172.737565
3141,5,5,0.000092,0,0,0.02323,7,0.295741,0.312406,3119.688879
629,3,3,0.000057,0,0,0.008248,7,0.262779,0.274063,245.174155
3471,9,9,0.000138,0.138889,5,0.029716,6,0.304409,0.31996,13557.49431
3002,6,6,0.000093,0.133333,2,0.005465,7,0.265502,0.275169,892.552389
5998,1,1,0.000034,0,0,0.001235,7,0.244057,0.251711,0
5168,17,17,0.000252,0.110294,15,0.050559,6,0.322836,0.341588,29644.12656
3602,2,2,0.000048,0,0,0.011422,7,0.279631,0.29179,360.636321
1575,4,4,0.000074,0,0,0.005725,7,0.271895,0.281852,133.234621
634,1,1,0.00003,0,0,0.00861,7,0.268341,0.27876,0
3945,3,3,0.000052,0.333333,1,0.008611,7,0.271098,0.281777,282.008576
636,2,2,0.000067,0,0,0.000574,8,0.20881,0.213641,64.921271
5796,3,3,0.000089,0,0,0.001215,7,0.231768,0.239096,1293.217036
637,3,3,0.00008,0.333333,1,0.006753,7,0.274028,0.283886,7124
669,1,1,0.000044,0,0,0.000349,8,0.215094,0.21977,0
7079,1,1,0.000034,0,0,0.000556,8,0.220295,0.225515,0
2487,4,4,0.000082,0.166667,1,0.003595,7,0.250369,0.25848,2341.182707
5193,24,24,0.000296,0.108696,30,0.062564,7,0.319693,0.336822,14357.79197
6000,11,11,0.000156,0.2,11,0.05268,6,0.319421,0.337443,5240.636738
4091,8,8,0.000113,0.285714,8,0.049085,7,0.314778,0.333276,1508.704653
4714,16,16,0.000178,0.1,12,0.031283,6,0.297855,0.31077,2228.579451
1084,8,8,0.00011,0.142857,4,0.021557,6,0.297557,0.312229,4374.709519
1494,2,2,0.000051,0,0,0.001563,7,0.240783,0.248343,34.388031
5076,3,3,0.000068,0,0,0.001665,8,0.238334,0.245346,330.275955
6466,5,5,0.000082,0.1,1,0.024163,7,0.299219,0.314495,2145.797738
1815,2,2,0.00005,0,0,0.00137,8,0.236979,0.243793,158.653794
4991,4,4,0.000073,0.333333,2,0.005127,7,0.256046,0.265149,342.886493
4297,13,13,0.000166,0.089744,7,0.032354,6,0.30586,0.32102,7993.669281
641,15,15,0.0002,0.114286,12,0.04418,7,0.308241,0.326303,10492.05786
3965,7,7,0.000114,0,0,0.005833,7,0.260846,0.270548,2420.006097
2086,6,6,0.000089,0.066667,1,0.013994,7,0.285331,0.297835,1631.424677
6014,31,31,0.000457,0.004301,2,0.03716,6,0.303411,0.316749,44087.58441
5128,9,9,0.000143,0.083333,3,0.011772,7,0.274344,0.286208,6047.017368
642,1,1,0.000033,0,0,0.001374,7,0.235327,0.241405,0
643,6,6,0.000081,0.466667,7,0.010797,7,0.276323,0.286702,182.086981
644,1,1,0.000036,0,0,0.000541,8,0.219447,0.225005,0
646,5,5,0.00009,0.4,4,0.003357,7,0.252275,0.260605,131.802036
6901,6,6,0.000096,0.066667,1,0.030185,7,0.302496,0.319428,4041.259394
3904,6,6,0.0001,0.266667,4,0.006478,7,0.274937,0.284948,1170.880191
4286,4,4,0.000073,0.5,3,0.002664,7,0.253478,0.262086,157.328357
6798,9,9,0.000147,0.138889,5,0.049334,7,0.31975,0.338397,13948.74832
4035,13,13,0.000167,0.076923,6,0.038932,7,0.311067,0.329915,11166.5051
3502,4,4,0.000068,0.333333,2,0.026031,7,0.296332,0.313384,616.805896
648,1,1,0.000038,0,0,0.000389,8,0.208908,0.213604,0
5991,9,9,0.000181,0,0,0.006117,7,0.264065,0.273941,11021.01888
649,1,1,0.000033,0,0,0.020205,7,0.290224,0.306544,0
796,8,8,0.0001,0.571429,16,0.019073,7,0.266186,0.279808,325.522238
3796,4,4,0.000069,0,0,0.003232,7,0.2487,0.257514,421.813578
6878,5,5,0.000071,0.1,1,0.026778,6,0.301472,0.317906,1822.941899
1321,13,13,0.000177,0.025641,2,0.058848,6,0.328341,0.348192,21716.25637
947,3,3,0.000051,0.333333,1,0.010757,7,0.270789,0.283096,264.634576
3603,2,2,0.000043,0,0,0.021753,7,0.294921,0.311417,392.157085
651,1,1,0.000035,0,0,0.00055,8,0.216565,0.221964,0
652,5,5,0.000087,0.2,2,0.035755,7,0.3051,0.323082,4721.405349
1707,3,3,0.000072,0,0,0.001735,7,0.243598,0.251599,220.831568
1195,1,1,0.000038,0,0,0.000347,8,0.210413,0.215031,0
7099,5,5,0.000099,0.2,2,0.005655,7,0.266475,0.276087,7169.325115
1315,1,1,0.000056,0,0,0.000252,9,0.191347,0.195235,0
655,1,1,0.000032,0,0,0.00066,8,0.219433,0.224961,0
2036,15,15,0.000223,0.057143,6,0.019798,7,0.293234,0.306791,16541.42697
5600,7,7,0.000109,0.047619,1,0.013324,7,0.284795,0.296533,1850.349667
657,3,3,0.000072,0,0,0.012802,7,0.283774,0.295961,1483.10669
3684,4,4,0.000085,0.166667,1,0.003938,7,0.257499,0.266557,201.517218
2900,2,2,0.000052,0,0,0.003703,7,0.257536,0.265869,55.8549
658,1,1,0.000033,0,0,0.010223,7,0.265541,0.278433,0
3261,5,5,0.000113,0,0,0.005635,7,0.264408,0.273874,8282.805395
659,4,4,0.000074,0,0,0.012744,7,0.284386,0.296413,594.836734
2252,4,4,0.000097,0,0,0.022727,7,0.294714,0.310829,7793.457929
3947,2,2,0.000046,0,0,0.001761,7,0.24743,0.25504,31.115658
661,2,2,0.000047,0,0,0.003298,7,0.262993,0.272206,6.650755
6388,5,5,0.000088,0.2,2,0.042659,6,0.316864,0.33622,3590.386847
4165,8,8,0.000109,0.035714,1,0.017614,7,0.29122,0.304217,1268.262859
1255,6,6,0.000091,0.2,3,0.033702,7,0.302766,0.319428,3107.996196
1250,5,5,0.000093,0.3,3,0.003444,8,0.253315,0.261869,496.1375
2475,5,5,0.000089,0.4,4,0.005355,7,0.259176,0.268783,1062.054413
5747,18,18,0.000256,0.065359,10,0.041996,7,0.317981,0.335625,24311.0829
5101,21,21,0.000244,0.128571,27,0.022546,7,0.265264,0.278039,4067.177579
2234,6,6,0.000082,0.333333,5,0.009085,7,0.259525,0.269955,24.563602
3156,4,4,0.000065,0,0,0.026128,7,0.304826,0.320457,659.332818
2027,10,10,0.000131,0.177778,8,0.010176,7,0.275139,0.286,845.023922
2541,3,3,0.000052,0.666667,2,0.004246,7,0.255303,0.26385,15.573044
6461,14,14,0.000162,0.285714,26,0.027144,7,0.290271,0.30366,2321.915777
6484,15,15,0.000196,0.171429,18,0.019681,7,0.291745,0.305362,8102.211311
666,6,6,0.000092,0.866667,13,0.004279,8,0.24818,0.255899,133.296245
1314,12,12,0.000168,0.363636,24,0.010751,7,0.276366,0.287264,7833.540977
2828,11,11,0.000164,0.309091,17,0.006042,7,0.259195,0.26891,1504.580458
6170,12,12,0.000161,0.318182,21,0.013215,7,0.283616,0.295012,2983.999027
1233,8,8,0.000127,0.571429,16,0.004312,8,0.247516,0.255843,1415.318254
3615,14,14,0.000185,0.230769,21,0.022369,7,0.297333,0.31093,10979.46799
3829,12,12,0.000177,0.075758,5,0.018831,6,0.294677,0.306912,8381.684658
1501,17,17,0.000238,0.029412,4,0.017222,6,0.293029,0.304664,10083.67938
6527,3,3,0.000055,0,0,0.004864,7,0.257928,0.266826,90.307757
671,1,1,0.000038,0,0,0.000428,8,0.209812,0.214609,0
5587,4,4,0.000077,0,0,0.003589,7,0.258124,0.266577,6868.50793
5091,15,15,0.000203,0.085714,9,0.025141,7,0.292008,0.305487,8391.210476
822,3,3,0.000054,0.333333,1,0.002384,7,0.24701,0.254943,61.891123
3699,15,15,0.000194,0.266667,28,0.012874,7,0.286386,0.297641,6672.187056
5623,3,3,0.000052,0,0,0.00364,7,0.261487,0.270659,106.131745
4361,3,3,0.000054,0.333333,1,0.003734,7,0.257704,0.266629,64.082703
5527,4,4,0.000069,0,0,0.003895,7,0.257508,0.266244,235.356196
3609,1,1,0.000032,0,0,0.005224,7,0.248396,0.258242,0
1509,15,15,0.000197,0.085714,9,0.018453,7,0.283593,0.296562,11577.59896
5993,6,6,0.00008,0.266667,4,0.010659,7,0.264673,0.275113,311.701905
6905,2,2,0.000041,0,0,0.004431,7,0.252534,0.260949,28.836436
2977,11,11,0.000147,0.109091,6,0.030996,7,0.303825,0.317749,9012.185342
5407,15,15,0.000168,0.342857,36,0.029342,7,0.289882,0.303073,4008.994233
774,3,3,0.00005,0.333333,1,0.00682,7,0.262905,0.272359,103.263596
2171,3,3,0.000052,0,0,0.006385,7,0.266037,0.275963,90.510928
1427,28,28,0.00032,0.203704,77,0.103726,7,0.33969,0.361438,33199.03267
5760,18,18,0.000195,0.124183,19,0.061921,7,0.322209,0.339503,5765.294598
1868,4,4,0.000061,0.166667,1,0.006373,7,0.262828,0.272538,192.907101
4449,9,9,0.000111,0.055556,2,0.014632,6,0.283402,0.295906,1735.688733
5907,9,9,0.000109,0.138889,5,0.01499,7,0.280049,0.292128,1224.507029
6963,3,3,0.000049,0.666667,2,0.006737,8,0.25623,0.265164,5.71323
6447,5,5,0.000084,0,0,0.005845,8,0.261641,0.271309,1242.685585
4694,16,16,0.000178,0.1,12,0.036276,7,0.301958,0.315683,4315.982799
1540,14,14,0.000175,0.164835,15,0.02141,7,0.281587,0.294832,10229.33153
6742,16,16,0.000194,0.091667,11,0.014577,7,0.276688,0.289069,3181.45742
6054,17,17,0.000186,0.294118,40,0.036643,6,0.302304,0.315932,2406.726697
6989,11,11,0.000134,0.236364,13,0.019985,7,0.288894,0.301254,2487.499941
5841,16,16,0.000182,0.116667,14,0.026052,7,0.290828,0.304102,2491.798627
4824,7,7,0.000116,0.095238,2,0.004872,7,0.252597,0.261355,7832.331219
3585,23,23,0.000281,0.110672,28,0.025512,7,0.286536,0.300579,7837.045739
1185,3,3,0.000057,0,0,0.001774,7,0.226327,0.233079,119.629697
604,2,2,0.000049,1,1,0.000989,7,0.221218,0.226979,0
2211,4,4,0.000063,1,6,0.003887,7,0.241305,0.249967,0
5972,4,4,0.000077,0.333333,2,0.002795,7,0.249553,0.257578,1142.221035
1251,1,1,0.000035,0,0,0.000499,8,0.22251,0.227747,0
6296,9,9,0.000144,0.166667,6,0.012572,7,0.286179,0.297679,7954.364175
679,1,1,0.000032,0,0,0.011082,7,0.279302,0.291362,0
680,3,3,0.000067,0,0,0.002058,7,0.250969,0.259874,121.671042
5361,9,9,0.000157,0.027778,1,0.006361,7,0.260674,0.270951,4458.065981
682,4,4,0.000072,0,0,0.003483,7,0.253595,0.261846,328.3346
4817,6,6,0.000116,0,0,0.016617,7,0.284932,0.299413,23014.64959
3395,3,3,0.000067,0,0,0.002385,8,0.247645,0.255312,1327.849562
5762,1,1,0.000032,0,0,0.001051,8,0.235615,0.241476,0
5863,17,17,0.000236,0.029412,4,0.021485,7,0.2953,0.309425,17056.03874
5896,4,4,0.000072,0.5,3,0.003248,7,0.252481,0.26086,213.800703
1439,16,16,0.000199,0.15,18,0.080934,6,0.330934,0.352187,15156.21541
701,3,3,0.000055,0,0,0.023771,7,0.299949,0.315629,467.3227
3160,8,8,0.000128,0.142857,4,0.008836,7,0.276398,0.286969,9141.412317
6698,5,5,0.000083,0.2,2,0.018227,7,0.290615,0.303398,4663.641109
684,1,1,0.000032,0,0,0.005224,7,0.248396,0.258242,0
2567,5,5,0.000081,0,0,0.003365,7,0.237342,0.245398,69.532327
687,3,3,0.000055,0,0,0.004648,7,0.271325,0.280839,34.460665
3777,16,16,0.000221,0.025,3,0.025132,6,0.298692,0.311333,5608.653485
688,5,5,0.000075,0,0,0.010513,7,0.277227,0.288616,652.310109
3427,5,5,0.000078,0,0,0.003858,7,0.257685,0.267019,446.894054
3500,8,8,0.000117,0.321429,9,0.024489,6,0.295251,0.312215,4145.291013
3741,4,4,0.000066,0.333333,2,0.005386,7,0.259923,0.269075,242.103993
690,7,7,0.000105,0.285714,6,0.017825,7,0.277821,0.292488,2309.270316
5261,10,10,0.000148,0.066667,3,0.015759,7,0.289469,0.302113,5207.432679
691,1,1,0.000032,0,0,0.012195,7,0.2833,0.295301,0
5626,1,1,0.000038,0,0,0.000332,8,0.205978,0.210568,0
695,7,7,0.000096,0.190476,4,0.014979,7,0.285354,0.297926,2478.816126
696,1,1,0.000035,0,0,0.000455,8,0.214453,0.219554,0
697,4,4,0.000085,0.166667,1,0.00318,7,0.255505,0.264442,853.977903
2029,4,4,0.000103,0.166667,1,0.003333,7,0.240685,0.248387,7234.003354
2705,23,23,0.000276,0.071146,18,0.065304,6,0.327556,0.346056,16473.0406
3226,2,2,0.000048,0,0,0.002813,8,0.247027,0.254153,335.345671
1184,11,11,0.000144,0.2,11,0.044386,6,0.314987,0.332023,6052.084788
699,3,3,0.000085,0.333333,1,0.004745,7,0.263352,0.272943,2969.037435
854,3,3,0.000084,0.333333,1,0.009175,7,0.269061,0.279695,4707.174378
5477,2,2,0.000069,1,1,0.000719,8,0.220247,0.225907,0
4552,13,13,0.000158,0.179487,14,0.033251,7,0.304969,0.318987,4447.677216
3172,7,7,0.000096,0.095238,2,0.020834,7,0.29611,0.308797,440.256296
6873,17,17,0.000215,0.036765,5,0.024264,7,0.300265,0.312806,13606.4
1003,11,11,0.000136,0.036364,2,0.022907,6,0.299584,0.311839,2423.740197
3259,9,9,0.000121,0.027778,1,0.014308,7,0.289293,0.300488,1253.318923
702,2,2,0.000044,0,0,0.002951,7,0.247508,0.254977,107.932576
6825,1,1,0.000034,0,0,0.000824,8,0.23376,0.239729,0
6353,2,2,0.000045,0,0,0.00195,7,0.248613,0.256333,11.975174
1782,3,3,0.000061,0,0,0.002259,7,0.245774,0.252586,148.55868
2816,4,4,0.000089,0.166667,1,0.001492,7,0.224735,0.230315,250.446259
5392,6,6,0.000108,0,0,0.004581,7,0.255862,0.265297,496.507654
707,1,1,0.000031,0,0,0.004167,7,0.257341,0.26629,0
3685,21,21,0.000238,0.247619,52,0.036563,6,0.305794,0.319097,5143.969674
2996,5,5,0.000087,0,0,0.00664,7,0.274969,0.285335,3537.639592
6727,14,14,0.000182,0.21978,20,0.016867,7,0.285388,0.298023,7737.088075
3417,2,2,0.000055,0,0,0.002291,7,0.243973,0.251123,939.247671
4611,50,50,0.000587,0.116735,143,0.077118,6,0.323981,0.340739,45439.99872
6908,7,7,0.000096,0.52381,11,0.014682,6,0.282346,0.294145,152.010274
5622,5,5,0.000077,0.7,7,0.014238,6,0.285217,0.297195,73.234642
6049,9,9,0.000113,0.277778,10,0.030188,6,0.301307,0.314819,1075.296009
2294,7,7,0.000098,0.333333,7,0.028474,6,0.304591,0.318662,1277.379121
5423,15,15,0.000186,0.209524,22,0.021158,7,0.292044,0.304591,5236.619458
3754,20,20,0.000234,0.331579,63,0.031785,6,0.296147,0.309469,5178.436624
3151,4,4,0.000089,0.166667,1,0.006678,7,0.265511,0.275707,7185.574932
711,1,1,0.000032,0,0,0.001071,7,0.238494,0.245842,0
712,2,2,0.000053,0,0,0.001561,7,0.238318,0.244523,107.86719
713,8,8,0.000124,0.071429,2,0.030449,7,0.305362,0.322696,6849.200884
1548,4,4,0.00007,0,0,0.003881,7,0.257891,0.266458,114.340351
7113,4,4,0.00007,0.166667,1,0.02608,7,0.300646,0.317194,1474.283393
715,1,1,0.000033,0,0,0.020205,7,0.290224,0.306544,0
716,2,2,0.000044,0,0,0.015376,7,0.287356,0.301356,73.689174
718,1,1,0.000032,0,0,0.002466,7,0.249956,0.257614,0
2987,14,14,0.000173,0.087912,8,0.026247,6,0.298905,0.311282,3990.163136
